technology_id,technology_name,component_family_id,component_family_name,tl,component_id,display_name,short_name,progression_basis,mechanical_promise,candidate_capability_tags,name_status,mechanics_status,review_flag,confidence,compatibility_profile_id,required_capability_tags,non_emulatable_capability_tags,compatibility_override_status,compatibility_notes,reference_influence_ids,originality_guardrail,numeric_status,framework_status
propulsion,Propulsion,ftl_drive,Standard FTL Drive,9,propulsion_ftl_drive_tl_09,Continuum Passage Drive,Continuum Passage Drive,continuum engineering,Pinnacle strategic propulsion with a visible campaign-defining travel capability.,continuum_transit,intentional_draft,provisional,"Define TL9 benefit: exceptional charted travel, hazard bypass, or bounded emergency jump.",medium,ftl_propulsion_integration,,,use_family_profile,"Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Define TL9 benefit: exceptional charted travel, hazard bypass, or bounded emergency jump.",T4_STARSHIPS; GURPS_SPACE; MOO2_MANUAL,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,stl_drive,Standard Sublight Drive,1,propulsion_stl_drive_tl_01,Nuclear Pulse Drive,Nuclear Pulse Drive,reaction propulsion,Baseline in-system movement and fuel use for an early FTL cruiser.,nuclear_pulse_propulsion,intentional_draft,provisional,,high,stl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; TRIPLANETARY,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,stl_drive,Standard Sublight Drive,2,propulsion_stl_drive_tl_02,Fusion Torch Drive,Fusion Torch,fusion propulsion,Higher sustained thrust and improved fuel efficiency.,fusion_propulsion,intentional_draft,provisional,,high,stl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; TRIPLANETARY,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,stl_drive,Standard Sublight Drive,3,propulsion_stl_drive_tl_03,Magnetoplasma Drive,Magnetoplasma Drive,plasma propulsion,Better maneuver authority and efficient continuous thrust.,magnetoplasma_propulsion,intentional_draft,provisional,,high,stl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; TRIPLANETARY,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,stl_drive,Standard Sublight Drive,4,propulsion_stl_drive_tl_04,Antimatter-Catalyzed Plasma Drive,Catalyzed Plasma Drive,catalyzed plasma propulsion,Transitional high-energy drive with improved acceleration and endurance.,antimatter_catalysis,intentional_draft,provisional,,high,stl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; TRIPLANETARY,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,stl_drive,Standard Sublight Drive,5,propulsion_stl_drive_tl_05,Antimatter Impulse Drive,Antimatter Impulse Drive,antimatter propulsion,Mature midgame high-performance sublight drive for pursuit and withdrawal.,antimatter_propulsion,intentional_draft,provisional,,high,stl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; TRIPLANETARY,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,stl_drive,Standard Sublight Drive,6,propulsion_stl_drive_tl_06,Inertial-Compensated Drive,Inertial-Compensated Drive,inertial control,Reduces maneuver penalties and permits higher thrust without overwhelming ship structure and crew.,inertial_compensation,intentional_draft,provisional,Define interaction with Evasive Maneuvering.,medium,stl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Define interaction with Evasive Maneuvering.,T4_STARSHIPS; GURPS_SPACE; TRIPLANETARY,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,stl_drive,Standard Sublight Drive,7,propulsion_stl_drive_tl_07,Gravitic Impulse Drive,Gravitic Impulse Drive,gravitic propulsion,Uses controlled gravity gradients for strong maneuver authority and reduced reaction mass.,gravitic_propulsion,intentional_draft,provisional,,medium,stl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; TRIPLANETARY,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,stl_drive,Standard Sublight Drive,8,propulsion_stl_drive_tl_08,Metric-Gradient Drive,Metric-Gradient Drive,metric propulsion,Directly shapes local spacetime gradients for rapid system-map movement.,metric_propulsion,intentional_draft,provisional,Review repeated use of Metric and reserve it for mechanics that truly manipulate spacetime geometry.,medium,stl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; TRIPLANETARY,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
propulsion,Propulsion,stl_drive,Standard Sublight Drive,9,propulsion_stl_drive_tl_09,Inertialess Translation Drive,Inertialess Drive,advanced metric propulsion,Pinnacle local propulsion with a campaign-defining movement or withdrawal capability.,inertialess_translation,intentional_draft,provisional,Must not eliminate tactical positioning; define bounded benefit.,medium,stl_propulsion_integration,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Must not eliminate tactical positioning; define bounded benefit.,T4_STARSHIPS; GURPS_SPACE; TRIPLANETARY,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
sensors_ew,Sensors / EW,sensors_ew,Standard Sensor and EW Suite,1,sensors_ew_standard_tl_01,Radio-Optical Survey Suite,Radio-Optical Suite,sensor spectrum,"Baseline passive/active sensing, communications, and limited electronic countermeasures.",radio_optical_sensing,intentional_draft,provisional,,high,sensor_processing,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
sensors_ew,Sensors / EW,sensors_ew,Standard Sensor and EW Suite,2,sensors_ew_standard_tl_02,Multispectral Sensor Suite,Multispectral Suite,sensor fusion,Improved target discrimination and more reliable passive track formation.,multispectral_fusion,intentional_draft,provisional,,high,sensor_processing,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
sensors_ew,Sensors / EW,sensors_ew,Standard Sensor and EW Suite,3,sensors_ew_standard_tl_03,Phased-Aperture Sensor Suite,Phased-Aperture Suite,aperture synthesis,"Better range, angular resolution, and ECCM through coordinated apertures.",phased_aperture,intentional_draft,provisional,,high,sensor_processing,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
sensors_ew,Sensors / EW,sensors_ew,Standard Sensor and EW Suite,4,sensors_ew_standard_tl_04,Neutrino Sensor Suite,Neutrino Suite,exotic particle sensing,Detects reactor and drive signatures through clutter and some occlusion conditions.,neutrino_sensing,intentional_draft,provisional,Define which occlusion rules remain hard constraints.,medium,sensor_processing,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Define which occlusion rules remain hard constraints.,T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
sensors_ew,Sensors / EW,sensors_ew,Standard Sensor and EW Suite,5,sensors_ew_standard_tl_05,Gravitic Interferometer Suite,Gravitic Interferometer,gravitic sensing,"Mature midgame detection of mass movement, drive stress, and subtle trajectory changes.",gravitic_sensing,intentional_draft,provisional,,medium,sensor_processing,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
sensors_ew,Sensors / EW,sensors_ew,Standard Sensor and EW Suite,6,sensors_ew_standard_tl_06,Quantum Baseline Array,Quantum Baseline Array,quantum interferometry,"Improved precision, track freshness, and resistance to deceptive emissions.",quantum_interferometry,intentional_draft,provisional,,medium,sensor_processing,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
sensors_ew,Sensors / EW,sensors_ew,Standard Sensor and EW Suite,7,sensors_ew_standard_tl_07,Subspace Resonance Array,Subspace Resonance Array,subspace sensing,"Detects FTL, datalink, and advanced drive disturbances across broader conditions.",subspace_sensing,intentional_draft,provisional,,medium,sensor_processing,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
sensors_ew,Sensors / EW,sensors_ew,Standard Sensor and EW Suite,8,sensors_ew_standard_tl_08,Metric Gradient Array,Metric Gradient Array,metric sensing,Measures engineered spacetime gradients for high-end tracking and ECCM.,metric_sensing,intentional_draft,provisional,Review repeated use of Metric and reserve it for mechanics that truly manipulate spacetime geometry.,medium,sensor_processing,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
sensors_ew,Sensors / EW,sensors_ew,Standard Sensor and EW Suite,9,sensors_ew_standard_tl_09,Deep-Metric Sensor Matrix,Deep-Metric Matrix,deep metric sensing,Pinnacle player sensing with a memorable information advantage that still preserves fog of war.,deep_metric_sensing,intentional_draft,provisional,Do not permit omniscience; define a bounded TL9 capability. Review repeated use of Metric and reserve it for mechanics that truly manipulate spacetime geometry.,medium,sensor_processing,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Do not permit omniscience; define a bounded TL9 capability.,T4_STARSHIPS; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
computing_fire_control,Computing / Fire Control,computing_fire_control,Standard Command and Fire-Control Computer,1,computing_fire_control_standard_tl_01,Electronic Fire-Control Computer,Electronic Fire Control,computing architecture,"Baseline targeting, communications, and guidance computation.",electronic_computing,intentional_draft,provisional,,high,computing_power_bus,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
computing_fire_control,Computing / Fire Control,computing_fire_control,Standard Command and Fire-Control Computer,2,computing_fire_control_standard_tl_02,Photonic Tactical Computer,Photonic Tactical Computer,computing architecture,Faster track fusion and improved targeting efficiency.,photonic_computing,intentional_draft,provisional,,high,computing_power_bus,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
computing_fire_control,Computing / Fire Control,computing_fire_control,Standard Command and Fire-Control Computer,3,computing_fire_control_standard_tl_03,Neural-Pattern Combat Computer,Neural-Pattern Computer,adaptive computing,Adaptive pattern recognition improves maneuver-fire correction and target classification.,neural_pattern_processing,intentional_draft,provisional,Not sentient; preserve crew agency.,high,computing_power_bus,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Not sentient; preserve crew agency.,T4_STARSHIPS; MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
computing_fire_control,Computing / Fire Control,computing_fire_control,Standard Command and Fire-Control Computer,4,computing_fire_control_standard_tl_04,Quantum Fire-Control Core,Quantum Fire Control,quantum computing,Improved multi-variable fire solutions and high-TL guidance support.,quantum_computing,intentional_draft,provisional,,medium,computing_power_bus,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
computing_fire_control,Computing / Fire Control,computing_fire_control,Standard Command and Fire-Control Computer,5,computing_fire_control_standard_tl_05,Predictive Engagement Core,Predictive Engagement Core,predictive control,"Mature midgame combat prediction, coordinated fire, and Evasive Compensation.",predictive_fire_control,intentional_draft,provisional,,high,computing_power_bus,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
computing_fire_control,Computing / Fire Control,computing_fire_control,Standard Command and Fire-Control Computer,6,computing_fire_control_standard_tl_06,Distributed Tactical Matrix,Distributed Tactical Matrix,distributed computing,Redundant processing across the ship improves resilience and multi-system coordination.,distributed_computing,intentional_draft,provisional,,medium,computing_power_bus,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,T4_STARSHIPS; MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
computing_fire_control,Computing / Fire Control,computing_fire_control,Standard Command and Fire-Control Computer,7,computing_fire_control_standard_tl_07,Entangled Command Matrix,Entangled Command Matrix,entangled processing,"Low-latency coordination among sensors, weapons, missiles, and defensive systems.",entangled_processing,intentional_draft,provisional,Avoid literal faster-than-light information unless intentionally supported.,medium,computing_power_bus,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Avoid literal faster-than-light information unless intentionally supported.,T4_STARSHIPS; MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
computing_fire_control,Computing / Fire Control,computing_fire_control,Standard Command and Fire-Control Computer,8,computing_fire_control_standard_tl_08,Causal Analysis Core,Causal Analysis Core,advanced inference,Rapid causal modeling anticipates likely maneuvers without revealing hidden authoritative state.,causal_inference,intentional_draft,provisional,Explicitly not precognition.,medium,computing_power_bus,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Explicitly not precognition.,T4_STARSHIPS; MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
computing_fire_control,Computing / Fire Control,computing_fire_control,Standard Command and Fire-Control Computer,9,computing_fire_control_standard_tl_09,Strategic Cognition Matrix,Strategic Cognition Matrix,machine cognition,Pinnacle decision-support and coordination while leaving command authority with the crew.,strategic_cognition,intentional_draft,provisional,Define a visible TL9 coordination benefit; do not replace player choice.,medium,computing_power_bus,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Define a visible TL9 coordination benefit; do not replace player choice.,T4_STARSHIPS; MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
kinetic_weapons,Kinetic Weapons,kinetic_weapon,Standard Kinetic Battery,1,kinetic_weapons_kinetic_weapon_tl_01,Caseless Autocannon,Autocannon,chemical acceleration,Reliable starter kinetic weapon with modest range and ammunition efficiency.,chemical_ballistics,intentional_draft,provisional,,high,kinetic_mount_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
kinetic_weapons,Kinetic Weapons,kinetic_weapon,Standard Kinetic Battery,2,kinetic_weapons_kinetic_weapon_tl_02,Coil Cannon,Coil Cannon,electromagnetic acceleration,"Improved projectile velocity, accuracy, and armor interaction.",coil_acceleration,intentional_draft,provisional,,high,kinetic_mount_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
kinetic_weapons,Kinetic Weapons,kinetic_weapon,Standard Kinetic Battery,3,kinetic_weapons_kinetic_weapon_tl_03,Rail Cannon,Rail Cannon,electromagnetic acceleration,Higher velocity and penetration with greater power and maintenance demands.,rail_acceleration,intentional_draft,provisional,,high,kinetic_mount_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
kinetic_weapons,Kinetic Weapons,kinetic_weapon,Standard Kinetic Battery,4,kinetic_weapons_kinetic_weapon_tl_04,Hypervelocity Rail Cannon,Hypervelocity Rail Cannon,advanced rail acceleration,Transitional high-energy projectile weapon with better range and armor penetration.,hypervelocity_acceleration,intentional_draft,provisional,,high,kinetic_mount_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
kinetic_weapons,Kinetic Weapons,kinetic_weapon,Standard Kinetic Battery,5,kinetic_weapons_kinetic_weapon_tl_05,Plasma-Armature Mass Driver,Plasma-Armature Driver,plasma armature acceleration,Mature midgame mass driver using plasma armatures for higher projectile energy and barrel life.,plasma_armature,intentional_draft,provisional,,medium,kinetic_mount_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
kinetic_weapons,Kinetic Weapons,kinetic_weapon,Standard Kinetic Battery,6,kinetic_weapons_kinetic_weapon_tl_06,Gravitic Mass Driver,Gravitic Mass Driver,gravitic acceleration,Supplements electromagnetic launch with controlled gravity gradients.,gravitic_acceleration,intentional_draft,provisional,,medium,kinetic_mount_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
kinetic_weapons,Kinetic Weapons,kinetic_weapon,Standard Kinetic Battery,7,kinetic_weapons_kinetic_weapon_tl_07,Inertial-Compensated Impactor,Inertial Impactor,inertial engineering,Launches heavier projectiles while reducing recoil and mount stress.,inertial_compensation,intentional_draft,provisional,,medium,kinetic_mount_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; T4_STARSHIPS; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
kinetic_weapons,Kinetic Weapons,kinetic_weapon,Standard Kinetic Battery,8,kinetic_weapons_kinetic_weapon_tl_08,Relativistic Impactor Cannon,Relativistic Impactor,relativistic acceleration,"Extremely high projectile energy; likely demanding in power, mount, and fire-control requirements.",relativistic_acceleration,intentional_draft,provisional,"Balance against range, reload, and Tactical Power.",medium,kinetic_mount_control,,,use_family_profile,"Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Balance against range, reload, and Tactical Power.",MOO2_MANUAL; T4_STARSHIPS; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
kinetic_weapons,Kinetic Weapons,kinetic_weapon,Standard Kinetic Battery,9,kinetic_weapons_kinetic_weapon_tl_09,Metric Impactor,Metric Impactor,metric acceleration,Pinnacle physical-projectile weapon using metric control to impart extreme velocity or bypass ordinary launch limits.,metric_acceleration,intentional_draft,provisional,Keep distinct from beam weapons; projectile remains physical. Review repeated use of Metric and reserve it for mechanics that truly manipulate spacetime geometry.,medium,kinetic_mount_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass. Existing review: Keep distinct from beam weapons; projectile remains physical.,MOO2_MANUAL; T4_STARSHIPS; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
beam_weapons,Beam Weapons,beam_weapon,Standard Beam Battery,1,beam_weapons_beam_weapon_tl_01,Solid-State Laser Cannon,Laser Cannon,photon emission,"Accurate starter beam with moderate damage, power demand, and interception utility.",laser_emission,intentional_draft,provisional,,high,beam_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
beam_weapons,Beam Weapons,beam_weapon,Standard Beam Battery,2,beam_weapons_beam_weapon_tl_02,Pulsed Laser Cannon,Pulsed Laser,pulsed photon emission,Higher peak output and better combat effectiveness at the cost of heat and power spikes.,pulsed_laser,intentional_draft,provisional,,high,beam_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
beam_weapons,Beam Weapons,beam_weapon,Standard Beam Battery,3,beam_weapons_beam_weapon_tl_03,Free-Electron Laser,Free-Electron Laser,tunable photon emission,"Tunable wavelength improves range, target interaction, and efficiency.",free_electron_laser,intentional_draft,provisional,,high,beam_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
beam_weapons,Beam Weapons,beam_weapon,Standard Beam Battery,4,beam_weapons_beam_weapon_tl_04,Ion Beam Cannon,Ion Beam,charged-particle beam,Transitional particle weapon with strong shield and subsystem interaction.,ion_beam,intentional_draft,provisional,,high,beam_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
beam_weapons,Beam Weapons,beam_weapon,Standard Beam Battery,5,beam_weapons_beam_weapon_tl_05,Neutral Particle Beam,Particle Beam,neutral-particle beam,Mature midgame beam with good range and reduced electromagnetic deflection.,neutral_particle_beam,intentional_draft,provisional,,high,beam_power_control,,,use_family_profile,Per-item support floors and hard capability tags remain to be assigned during the numerical-mechanics pass.,MOO2_MANUAL; GURPS_SPACE; STARFIRE_ULTRA_COMPLETE,"Original Star Cluster draft. References influence patterns only; do not copy proprietary names, exact ladders, tables, numerical progressions, or core mechanics.",not_yet_assigned,checkpoint_23_reference_mined_draft
